,SAE_e2e_ate_pred,SAE_e2e_att_pred,SAE_e2e_bias_att,SAE_e2e_atc_pred,SAE_e2e_policy_value,SAE_e2e_policy_risk,SAE_e2e_err_fact,SAE_stacked_all_layer_active_ate_pred,SAE_stacked_all_layer_active_att_pred,SAE_stacked_all_layer_active_bias_att,SAE_stacked_all_layer_active_atc_pred,SAE_stacked_all_layer_active_policy_value,SAE_stacked_all_layer_active_policy_risk,SAE_stacked_all_layer_active_err_fact,SAE_stacked_cur_layer_active_ate_pred,SAE_stacked_cur_layer_active_att_pred,SAE_stacked_cur_layer_active_bias_att,SAE_stacked_cur_layer_active_atc_pred,SAE_stacked_cur_layer_active_policy_value,SAE_stacked_cur_layer_active_policy_risk,SAE_stacked_cur_layer_active_err_fact
0,0.0,-0.11666666666666667,0.20952380952380953,0.08333333333333333,0.7245696400625978,0.27543035993740217,0.27543035993740217,0.0,-0.1,0.19285714285714287,0.19285714285714287,0.6875326030255607,0.31246739697443926,0.18691588785046728,-0.006944444444444444,-0.03333333333333333,0.1261904761904762,0.011904761904761904,0.7204861111111112,0.27951388888888884,0.1806853582554517
1,0.125,-0.016666666666666666,0.3071428571428571,0.2261904761904762,0.6323784722222222,0.3676215277777778,0.3676215277777778,0.11805555555555555,0.0,0.29047619047619044,0.29047619047619044,0.6505681818181819,0.3494318181818181,0.16199376947040497,0.14583333333333334,-0.08333333333333333,0.37380952380952376,0.30952380952380953,0.6777534113060428,0.32224658869395717,0.17133956386292834
2,0.0625,0.017543859649122806,0.04718693284936476,0.09195402298850575,0.7406798245614035,0.25932017543859653,0.25932017543859653,0.04861111111111111,0.03508771929824561,0.029643073200241954,0.029643073200241954,0.7115800865800866,0.28841991341991335,0.16199376947040497,0.0,0.12280701754385964,0.058076225045372076,-0.08045977011494253,0.6955518641565153,0.30444813584348474,0.1588785046728972
3,0.0625,0.034482758620689655,0.08380112269446664,0.08139534883720931,0.7985185185185184,0.2014814814814816,0.2014814814814816,0.06944444444444445,-0.034482758620689655,0.014835605453087333,0.014835605453087333,0.7934027777777777,0.20659722222222232,0.16978193146417445,0.041666666666666664,0.034482758620689655,0.08380112269446664,0.046511627906976744,0.8011695906432748,0.19883040935672525,0.16043613707165108
4,0.0763888888888889,-0.0196078431372549,0.12966476913345987,0.12903225806451613,0.8194444444444444,0.18055555555555558,0.18055555555555558,0.04861111111111111,-0.058823529411764705,0.1688804554079697,0.1688804554079697,0.8273401826484018,0.1726598173515982,0.15109034267912771,0.04861111111111111,0.0196078431372549,0.09044908285895008,0.06451612903225806,0.8126851851851851,0.18731481481481493,0.1526479750778816
5,-0.034722222222222224,-0.03225806451612903,0.03422501966955152,-0.036585365853658534,0.765625,0.234375,0.234375,0.0,-0.016129032258064516,0.018095987411487005,0.018095987411487005,0.7628566066066067,0.2371433933933933,0.16355140186915887,-0.05555555555555555,0.03225806451612903,0.030291109362706542,-0.12195121951219512,0.7439458689458689,0.2560541310541311,0.1588785046728972
6,-0.013888888888888888,0.015873015873015872,0.02116402116402122,-0.037037037037037035,0.705761316872428,0.29423868312757195,0.29423868312757195,0.013888888888888888,0.12698412698412698,0.13227513227513232,0.13227513227513232,0.7132201646090535,0.28677983539094654,0.1557632398753894,0.027777777777777776,0.12698412698412698,0.13227513227513232,-0.04938271604938271,0.7132201646090535,0.28677983539094654,0.1573208722741433
7,0.027777777777777776,0.11475409836065574,0.023306340114556665,-0.03614457831325301,0.67904953145917,0.32095046854083,0.32095046854083,0.006944444444444444,0.08196721311475409,0.009480545131344983,0.009480545131344983,0.6674196787148595,0.3325803212851405,0.16043613707165108,0.041666666666666664,0.21311475409836064,0.12166699585226157,-0.08433734939759036,0.6861613119143241,0.31383868808567594,0.16199376947040497
8,0.006944444444444444,-0.09230769230769231,0.1092502434274587,0.08860759493670886,0.706882255389718,0.29311774461028195,0.29311774461028195,-0.020833333333333332,-0.03076923076923077,0.04771178188899716,0.04771178188899716,0.7234528832630098,0.2765471167369902,0.16666666666666666,-0.020833333333333332,0.046153846153846156,0.029211295034079765,-0.0759493670886076,0.7223101265822784,0.27768987341772156,0.16199376947040497
9,0.0763888888888889,0.0,0.10499683744465527,0.11827956989247312,0.7671019900497512,0.23289800995024879,0.23289800995024879,-0.013888888888888888,0.0,0.10499683744465527,0.10499683744465527,0.7237282463186078,0.27627175368139223,0.17601246105919002,0.0,-0.11764705882352941,0.22264389626818468,0.06451612903225806,0.7329059829059829,0.26709401709401714,0.1822429906542056
